msme_id,business_name,industry_type,business_age_years,state,udyam_registered,gst_filing_months,avg_monthly_turnover,gst_compliance_score,turnover_growth_rate,avg_monthly_upi_inflow,upi_transaction_consistency,num_unique_buyers,peak_to_offpeak_ratio,loan_amount_requested,loan_purpose,existing_loans,collateral_available,credit_score,credit_label,filed_months,total_months,gst_filing_pct,avg_monthly_balance_lakhs,total_bounces,low_balance_days_pct
MSME004821,"Bakshi, More and Dasgupta",Textile,17,Madhya Pradesh,1,11,278645.61,71.94,34.82,216801.42,0.779,124,4.01,1016009.8,Working Capital,1,0,71.29,Approve,11,12,91.67,0.42,8,11.2
MSME004822,Kumar Chada Traders,Retail,7,Karnataka,1,9,1166703.5,65.79,0.84,813768.07,0.445,197,3.11,6527112.43,Inventory,0,0,54.87,Review,9,12,75.0,1.75,5,13.7
MSME004823,Sri Hans Corporation,Manufacturing,13,West Bengal,1,12,6748448.9,78.08,22.59,4774200.73,1.0,89,1.67,73593741.31,Working Capital,1,1,83.87,Approve,12,12,100.0,10.12,7,8.8
MSME004824,"Bera, Vig and Gulati",Textile,11,Maharashtra,1,11,72362.17,77.39,-43.31,34913.26,1.0,132,4.82,389060.35,Expansion,0,0,74.18,Approve,11,12,91.67,0.11,5,9.0
MSME004825,Sri Soni Exports,Food & Beverage,10,Madhya Pradesh,1,12,1140713.45,84.43,-0.8,572572.17,0.705,245,3.33,9093957.36,Machinery,0,0,73.45,Approve,12,12,100.0,1.71,9,6.2
MSME004826,Singh Thakkar Manufacturing,Retail,7,Kerala,1,12,139252.3,73.15,40.55,106934.85,0.81,456,4.4,696084.84,Working Capital,0,1,80.98,Approve,12,12,100.0,0.21,11,10.7
MSME004827,Dara Ltd,Food & Beverage,6,Delhi,1,12,484394.84,72.83,-18.16,380955.57,0.847,70,4.82,3549647.8,Working Capital,0,0,76.0,Approve,12,12,100.0,0.73,7,10.9
MSME004828,Global Wali Traders,Services,1,Bihar,1,11,1060732.79,66.2,-23.13,818154.27,0.953,36,1.98,4166280.51,Working Capital,0,1,77.59,Approve,11,12,91.67,1.59,10,13.5
MSME004829,Global Gole Manufacturing,Textile,17,Telangana,0,10,3106438.22,77.5,31.26,1930030.35,0.996,129,3.96,30255564.06,Working Capital,0,1,79.86,Approve,10,12,83.33,4.66,8,9.0
MSME004830,Patel Bahl Enterprises,Textile,12,Madhya Pradesh,1,9,10195668.55,61.9,-0.33,4296026.19,1.0,40,2.26,37862963.2,Working Capital,0,0,76.42,Approve,9,12,75.0,15.29,6,15.2
MSME004831,Shri Maharaj Corporation,Retail,4,Bihar,0,12,1545957.49,74.43,69.54,931418.79,0.864,484,3.96,3723785.45,Working Capital,0,1,69.67,Review,12,12,100.0,2.32,6,10.2
MSME004832,Sri Jha Manufacturing,Textile,3,Madhya Pradesh,1,8,325259.25,39.21,25.31,193380.71,0.802,159,2.65,1538223.22,Expansion,0,1,53.35,Review,8,12,66.67,0.49,9,24.3
MSME004833,Sharma Korpal Enterprises,Services,6,Maharashtra,0,10,83789.02,54.96,53.03,63186.77,0.971,74,2.12,672792.0,Working Capital,0,0,50.15,Review,10,12,83.33,0.13,6,18.0
MSME004834,Global Sawhney Services,Textile,16,Rajasthan,1,8,760125.81,64.16,57.54,346491.42,0.7,150,2.3,9100807.49,Machinery,0,0,79.42,Approve,8,12,66.67,1.14,6,14.3
MSME004835,Walla PLC,Manufacturing,13,Telangana,0,10,1440527.96,76.81,46.89,576700.91,0.813,49,1.83,19780862.48,Working Capital,0,1,76.37,Approve,10,12,83.33,2.16,12,9.3
MSME004836,Global Nagi Corporation,Food & Beverage,9,Telangana,0,12,99593.29,81.58,2.24,43114.28,0.85,294,3.56,452965.26,Machinery,0,0,58.13,Review,12,12,100.0,0.15,12,7.4
MSME004837,Global Ratti Enterprises,Services,11,Rajasthan,1,11,1346759.72,71.37,-12.99,567756.89,0.859,21,1.51,9867564.59,Working Capital,1,0,72.52,Approve,11,12,91.67,2.02,5,11.5
MSME004838,"Bath, Swamy and Bajaj",Services,20,Gujarat,0,6,317696.74,60.72,46.78,198303.83,1.0,18,1.33,1925106.95,Inventory,1,0,71.78,Approve,6,12,50.0,0.48,8,15.7
MSME004839,Patel Oak Services,Food & Beverage,13,Andhra Pradesh,1,12,102546.12,76.56,14.62,72419.76,0.569,93,4.26,357317.86,Expansion,1,0,80.68,Approve,12,12,100.0,0.15,6,9.4
MSME004840,Sri Sarkar Manufacturing,Food & Beverage,19,Andhra Pradesh,0,10,469223.72,83.3,20.01,227130.85,1.0,168,4.12,2672343.97,Working Capital,0,0,73.33,Approve,10,12,83.33,0.7,5,6.7
MSME004841,Kumar Gole Corporation,Services,3,West Bengal,1,12,179728.13,57.66,65.57,69771.62,0.497,97,1.12,1163220.56,Machinery,1,1,65.16,Review,12,12,100.0,0.27,10,16.9
MSME004842,Bajwa-Wable,Food & Beverage,12,Maharashtra,1,12,99429.41,78.95,-13.04,46885.52,1.0,162,4.71,519681.56,Working Capital,1,1,82.24,Approve,12,12,100.0,0.15,5,8.4
MSME004843,Kumar Nadig Services,Retail,19,West Bengal,1,8,624350.36,73.6,29.71,357927.07,0.67,150,3.73,1486207.48,Inventory,0,0,70.86,Approve,8,12,66.67,0.94,9,10.6
MSME004844,Kurian-Chand,Food & Beverage,8,Uttar Pradesh,1,12,655413.11,76.16,2.67,414380.36,0.868,203,3.04,1786867.39,Machinery,0,1,85.54,Approve,12,12,100.0,0.98,12,9.5
MSME004845,Chaudhary PLC,Manufacturing,14,Delhi,1,12,428079.76,83.08,34.82,246102.77,1.0,128,2.08,4279228.67,Working Capital,0,1,87.08,Approve,12,12,100.0,0.64,10,6.8
MSME004846,Mangal and Sons,Manufacturing,9,Maharashtra,0,10,922746.25,57.11,24.66,395272.33,1.0,147,1.71,7663036.81,Working Capital,0,1,66.35,Review,10,12,83.33,1.38,8,17.2
MSME004847,Kumer Inc,Retail,17,Rajasthan,1,8,1741033.06,72.61,37.04,1321460.44,0.962,482,2.68,7921701.95,Machinery,1,0,84.58,Approve,8,12,66.67,2.61,5,11.0
MSME004848,Patel Dube Exports,Food & Beverage,6,Kerala,0,7,1080823.43,38.6,4.37,560846.09,0.618,80,3.16,4691044.67,Working Capital,1,0,40.77,Reject,7,12,58.33,1.62,10,24.6
MSME004849,Patel Mohanty Manufacturing,Manufacturing,4,Maharashtra,1,10,246251.99,55.47,-4.11,130386.73,0.305,103,2.49,3087280.83,Expansion,0,1,55.87,Review,10,12,83.33,0.37,9,17.8
MSME004850,Gara-Bhargava,Textile,4,Maharashtra,1,9,594749.79,51.84,22.56,466101.02,0.924,70,3.92,2740038.78,Machinery,0,1,76.69,Approve,9,12,75.0,0.89,10,19.3
MSME004851,Patel Nanda Services,Food & Beverage,19,Andhra Pradesh,1,8,172103.49,64.17,0.48,126355.58,1.0,227,4.66,1317080.67,Machinery,1,0,80.0,Approve,8,12,66.67,0.26,9,14.3
MSME004852,Sharma Golla Corporation,Retail,12,Bihar,0,9,82412.87,55.7,-0.73,57947.34,1.0,233,2.98,397431.8,Machinery,0,1,57.77,Review,9,12,75.0,0.12,9,17.7
MSME004853,Bhardwaj LLC,Food & Beverage,2,Tamil Nadu,1,11,861004.96,50.26,-3.81,336950.42,0.395,85,4.41,3480447.12,Inventory,0,0,53.39,Review,11,12,91.67,1.29,6,19.9
MSME004854,Global Ramakrishnan Solutions,Services,17,Madhya Pradesh,1,10,1768326.22,76.09,30.83,1271503.75,0.393,96,2.41,4701663.35,Inventory,0,1,85.05,Approve,10,12,83.33,2.65,11,9.6
MSME004855,Singh Chaudhary Corporation,Services,15,Rajasthan,1,8,300557.36,60.64,63.83,158590.39,1.0,35,2.2,1551908.22,Working Capital,0,1,78.42,Approve,8,12,66.67,0.45,8,15.7
MSME004856,Dhar-Sachar,Manufacturing,10,Rajasthan,1,12,879625.56,66.38,34.82,355981.73,0.962,118,2.13,10123663.92,Inventory,0,1,85.42,Approve,12,12,100.0,1.32,12,13.4
MSME004857,Sharma Naik Industries,Services,3,Andhra Pradesh,0,10,3398814.97,51.29,48.78,2703556.72,0.935,16,1.82,28820154.12,Inventory,0,1,54.49,Review,10,12,83.33,5.1,8,19.5
MSME004858,Prashad-Dara,Retail,20,Bihar,1,9,1513580.38,78.08,31.9,584283.09,0.802,497,3.08,9674855.56,Inventory,1,0,80.69,Approve,9,12,75.0,2.27,8,8.8
MSME004859,Sri Ben Exports,Manufacturing,4,West Bengal,1,12,328369.74,70.84,-11.74,249879.13,0.416,120,1.48,3572215.74,Working Capital,0,0,59.56,Review,12,12,100.0,0.49,9,11.7
MSME004860,Sharma Jain Traders,Retail,1,Delhi,1,12,402089.36,59.74,48.48,120733.07,0.947,320,2.55,1856252.04,Working Capital,0,0,54.62,Review,12,12,100.0,0.6,9,16.1
MSME004861,Khalsa Group,Retail,1,Bihar,1,9,189145.93,51.26,-45.1,98158.99,0.519,474,4.1,974610.83,Working Capital,0,0,49.01,Review,9,12,75.0,0.28,10,19.5
MSME004862,Patel Trivedi Enterprises,Services,18,Rajasthan,1,10,698963.81,80.6,24.34,220137.25,0.957,41,2.3,6789348.3,Expansion,0,0,87.72,Approve,10,12,83.33,1.05,11,7.8
MSME004863,"Rajan, Contractor and Luthra",Services,4,Karnataka,1,10,557312.92,65.59,50.01,421454.56,0.852,78,1.29,5431431.74,Working Capital,0,0,62.12,Review,10,12,83.33,0.84,5,13.8
MSME004864,Singh Bhat Traders,Retail,15,Rajasthan,1,12,110917.07,76.09,35.33,40256.74,1.0,161,4.31,756425.98,Working Capital,0,0,78.49,Approve,12,12,100.0,0.17,5,9.6
MSME004865,Sharma Nadkarni Exports,Services,10,Haryana,1,10,307179.26,66.2,31.28,195534.72,1.0,18,1.82,1152315.06,Working Capital,0,0,78.93,Approve,10,12,83.33,0.46,6,13.5
MSME004866,Patel Shetty Traders,Services,17,Punjab,1,12,44551.03,88.14,-16.15,27426.07,1.0,88,2.36,423531.64,Working Capital,0,1,86.05,Approve,12,12,100.0,0.07,12,4.7
MSME004867,Patel Ray Enterprises,Services,12,Karnataka,1,12,152614.44,78.39,-1.05,105232.88,0.675,71,2.45,1123113.9,Machinery,0,0,73.74,Approve,12,12,100.0,0.23,8,8.6
MSME004868,Sharma Bhatti Exports,Food & Beverage,20,Kerala,1,12,653387.54,89.01,44.39,440016.54,1.0,174,3.78,3179904.66,Expansion,1,0,84.79,Approve,12,12,100.0,0.98,11,4.4
MSME004869,Balakrishnan-Reddy,Retail,12,Delhi,1,10,525405.66,79.14,24.23,166146.1,0.466,401,3.85,2820691.87,Working Capital,0,0,68.74,Review,10,12,83.33,0.79,11,8.3
MSME004870,"Kaur, Bahl and Luthra",Textile,16,Punjab,1,12,1791517.58,92.84,22.89,885368.55,1.0,111,4.75,13056210.11,Inventory,0,1,93.82,Approve,12,12,100.0,2.69,5,2.9
MSME004871,Global Chaudhuri Industries,Retail,5,Madhya Pradesh,1,10,471310.58,61.4,1.74,217397.44,0.629,178,4.64,2294908.05,Working Capital,0,0,61.55,Review,10,12,83.33,0.71,9,15.4
MSME004872,Dass LLC,Manufacturing,16,Gujarat,0,11,524426.52,78.62,-12.56,412431.37,0.674,111,2.25,4811349.3,Inventory,0,0,79.85,Approve,11,12,91.67,0.79,9,8.6
MSME004873,"Ray, Sehgal and Chacko",Services,17,Bihar,1,10,4934717.98,82.27,-3.27,3392355.1,0.9,32,2.32,45492441.3,Working Capital,0,0,75.11,Approve,10,12,83.33,7.4,7,7.1
MSME004874,Patel Tella Industries,Services,15,Madhya Pradesh,1,12,353344.28,82.76,-19.74,231080.05,0.923,29,1.54,2091378.2,Inventory,0,0,77.67,Approve,12,12,100.0,0.53,5,6.9
MSME004875,Dhar LLC,Textile,13,Maharashtra,1,12,362278.72,89.41,28.76,188776.27,1.0,90,3.48,1804615.76,Inventory,1,0,80.23,Approve,12,12,100.0,0.54,10,4.2
MSME004876,Patel Zachariah Traders,Manufacturing,8,Delhi,1,12,704324.99,75.72,-58.3,525063.13,0.958,93,1.26,4750707.15,Machinery,1,0,80.93,Approve,12,12,100.0,1.06,5,9.7
MSME004877,Global Ganguly Corporation,Food & Beverage,2,West Bengal,0,7,156572.82,33.53,-4.79,48288.6,0.792,95,4.31,436786.21,Expansion,0,1,37.33,Reject,7,12,58.33,0.23,5,26.6
MSME004878,Global Korpal Industries,Retail,8,Maharashtra,1,12,602271.53,70.04,64.33,249472.52,0.494,443,4.77,3207506.21,Expansion,0,0,53.21,Review,12,12,100.0,0.9,8,12.0
MSME004879,Sri Yogi Traders,Food & Beverage,10,Karnataka,1,9,166940.95,67.11,9.64,108095.33,0.848,164,2.26,659238.46,Expansion,0,1,71.54,Approve,9,12,75.0,0.25,5,13.2
MSME004880,Global Sampath Corporation,Manufacturing,7,Haryana,0,12,395491.39,77.35,-4.32,219178.93,0.898,120,1.47,4322268.31,Machinery,1,1,64.92,Review,12,12,100.0,0.59,7,9.1
MSME004881,Global Seth Services,Textile,10,Bihar,0,8,235157.16,64.6,70.86,133311.45,0.453,133,4.55,2675555.04,Working Capital,1,0,45.25,Review,8,12,66.67,0.35,8,14.2
MSME004882,Agarwal Group,Manufacturing,4,Andhra Pradesh,0,7,78599.33,54.71,7.36,39942.02,0.708,105,2.1,1215742.17,Machinery,1,0,43.37,Reject,7,12,58.33,0.12,10,18.1
MSME004883,Sri Mann Corporation,Textile,11,Telangana,1,12,31660.63,76.28,64.7,12133.28,1.0,107,3.97,182117.85,Working Capital,0,0,83.87,Approve,12,12,100.0,0.05,12,9.5
MSME004884,Global Ganesh Solutions,Food & Beverage,9,Haryana,0,8,72120.93,49.63,8.05,27630.3,0.781,71,4.92,239532.34,Working Capital,0,0,55.65,Review,8,12,66.67,0.11,8,20.1
MSME004885,Bhasin Group,Food & Beverage,4,Delhi,1,12,1565861.17,69.04,56.73,700316.71,0.778,80,4.55,3651644.26,Inventory,0,0,57.1,Review,12,12,100.0,2.35,5,12.4
MSME004886,Singh Mahajan Industries,Manufacturing,3,Andhra Pradesh,1,11,726238.84,51.75,108.47,387923.98,0.111,81,1.4,5283161.28,Machinery,0,1,59.44,Review,11,12,91.67,1.09,5,19.3
MSME004887,Singh Krishna Corporation,Manufacturing,11,Madhya Pradesh,1,12,372983.4,85.97,18.73,265587.65,0.981,60,2.34,3758004.83,Expansion,1,0,86.27,Approve,12,12,100.0,0.56,5,5.6
MSME004888,"Rai, Panchal and Kala",Services,3,West Bengal,1,8,152483.06,53.0,9.66,79812.07,0.969,96,1.36,1070363.61,Working Capital,0,0,55.22,Review,8,12,66.67,0.23,12,18.8
MSME004889,Global Uppal Solutions,Textile,18,Karnataka,1,12,2612033.78,96.64,32.88,1956145.99,0.729,52,2.22,10143678.34,Expansion,1,0,90.82,Approve,12,12,100.0,3.92,7,1.3
MSME004890,Singh Manda Services,Services,19,West Bengal,0,6,245807.65,61.05,-9.72,88554.26,0.999,38,2.14,1067105.13,Machinery,1,1,64.0,Review,6,12,50.0,0.37,5,15.6
MSME004891,Singh Bath Corporation,Retail,14,West Bengal,1,9,160471.93,58.82,46.54,69947.55,1.0,494,3.45,361340.62,Expansion,1,1,65.39,Review,9,12,75.0,0.24,10,16.5
MSME004892,Walla PLC,Retail,11,West Bengal,0,10,45696.5,68.59,-1.04,15320.29,0.818,496,4.45,304214.47,Working Capital,0,1,64.55,Review,10,12,83.33,0.07,8,12.6
MSME004893,Patel Boase Traders,Manufacturing,2,Delhi,1,11,45625.26,51.26,-35.32,25322.6,0.867,120,1.81,330415.09,Inventory,0,0,58.05,Review,11,12,91.67,0.07,9,19.5
MSME004894,Patel Mital Services,Food & Beverage,2,Telangana,1,12,692663.43,66.59,18.83,238980.07,0.564,140,3.17,3750605.2,Working Capital,0,0,51.29,Review,12,12,100.0,1.04,7,13.4
MSME004895,Singh Chakraborty Exports,Retail,2,Karnataka,1,12,3347059.48,62.95,6.15,2335718.92,0.38,488,2.42,15936366.15,Machinery,1,1,63.84,Review,12,12,100.0,5.02,7,14.8
MSME004896,Das-Dey,Retail,10,Gujarat,1,12,631397.94,80.07,-46.37,201972.74,0.418,389,2.87,3071233.41,Working Capital,0,0,79.18,Approve,12,12,100.0,0.95,7,8.0
MSME004897,Kumar Mammen Services,Services,15,Karnataka,1,12,745733.67,78.32,15.39,400978.54,1.0,54,1.33,5587533.09,Working Capital,1,0,86.35,Approve,12,12,100.0,1.12,5,8.7
MSME004898,Patel Sankaran Solutions,Services,12,Rajasthan,1,12,4583708.55,84.58,-12.19,2339099.73,1.0,24,1.92,25568281.82,Machinery,1,1,88.29,Approve,12,12,100.0,6.88,6,6.2
MSME004899,Patel Kade Enterprises,Retail,11,Haryana,1,12,806948.64,79.52,3.81,323680.36,1.0,162,4.02,2823558.86,Working Capital,0,0,86.26,Approve,12,12,100.0,1.21,12,8.2
MSME004900,Kumar Thaman Traders,Manufacturing,17,Punjab,1,12,657479.65,95.25,-12.25,390166.1,1.0,103,2.49,5861191.21,Working Capital,1,0,99.5,Approve,12,12,100.0,0.99,12,1.9
MSME004901,Shri Nadkarni Solutions,Services,18,Maharashtra,0,8,1038936.87,63.9,31.59,512246.96,1.0,95,1.84,9016124.99,Expansion,0,0,58.0,Review,8,12,66.67,1.56,8,14.4
MSME004902,Kumar Oommen Services,Retail,14,Telangana,1,12,1307284.25,72.02,14.7,521584.72,1.0,168,4.66,7023441.51,Working Capital,0,1,80.31,Approve,12,12,100.0,1.96,9,11.2
MSME004903,"Lal, Sethi and Mahajan",Food & Beverage,17,Haryana,1,12,733819.72,92.52,-21.34,523419.96,0.772,186,4.83,5767607.28,Expansion,0,0,84.75,Approve,12,12,100.0,1.1,7,3.0
MSME004904,Sharma Korpal Manufacturing,Services,15,Madhya Pradesh,1,11,296436.17,75.1,50.37,186857.87,1.0,84,2.44,2486372.54,Machinery,1,0,80.96,Approve,11,12,91.67,0.44,6,10.0
MSME004905,"Nagy, Om and Kade",Retail,12,Andhra Pradesh,1,12,720577.37,76.62,22.86,220551.75,1.0,174,3.59,5010615.94,Expansion,0,1,75.87,Approve,12,12,100.0,1.08,9,9.4
MSME004906,Narasimhan-Babu,Textile,16,Delhi,0,11,250400.93,88.35,2.7,137953.97,1.0,54,3.32,2515023.7,Working Capital,1,1,85.0,Approve,11,12,91.67,0.38,12,4.7
MSME004907,Patel Deol Manufacturing,Services,6,Punjab,0,6,511498.3,42.81,-3.89,222835.95,1.0,46,1.74,2975589.39,Working Capital,0,0,41.42,Reject,6,12,50.0,0.77,5,22.9
MSME004908,Shri Agate Solutions,Textile,2,Haryana,0,6,926416.08,33.96,20.32,701812.18,0.646,132,2.91,9479188.28,Machinery,0,0,33.72,Reject,6,12,50.0,1.39,9,26.4
MSME004909,Singh Soni Solutions,Services,2,Tamil Nadu,1,12,4822946.23,54.19,-24.84,3196602.58,0.988,77,2.45,34875216.15,Machinery,0,0,61.01,Review,12,12,100.0,7.23,12,18.3
MSME004910,Andra Ltd,Services,16,Haryana,0,9,898730.8,70.36,48.03,544457.72,1.0,70,1.81,3767990.15,Inventory,1,0,75.7,Approve,9,12,75.0,1.35,10,11.9
MSME004911,Sri Ghose Solutions,Textile,2,Punjab,1,9,586574.87,53.6,65.21,202090.9,0.751,34,4.47,2261064.55,Expansion,0,0,51.55,Review,9,12,75.0,0.88,9,18.6
MSME004912,Suresh-Ramaswamy,Manufacturing,8,Gujarat,1,12,410409.23,67.38,6.92,314095.61,0.712,89,1.78,4098431.66,Inventory,0,1,73.41,Approve,12,12,100.0,0.62,10,13.0
MSME004913,Global Yohannan Services,Retail,7,Maharashtra,1,9,219518.49,62.36,5.29,81682.97,0.978,412,2.94,1206794.97,Expansion,0,1,73.1,Approve,9,12,75.0,0.33,9,15.1
MSME004914,Sri Bumb Enterprises,Manufacturing,1,Tamil Nadu,0,9,417220.97,48.57,-10.6,219196.77,0.772,99,1.34,3418267.02,Inventory,0,0,41.17,Reject,9,12,75.0,0.63,10,20.6
MSME004915,Global Brahmbhatt Traders,Manufacturing,4,Punjab,1,9,696422.21,60.66,32.69,446072.9,0.858,77,2.45,8047642.01,Expansion,0,1,62.85,Review,9,12,75.0,1.04,12,15.7
MSME004916,Kumar Yohannan Manufacturing,Retail,11,Rajasthan,1,8,1327753.37,53.07,22.0,726791.62,1.0,361,4.43,3856554.64,Expansion,1,1,77.03,Approve,8,12,66.67,1.99,8,18.8
MSME004917,Global Balasubramanian Corporation,Food & Beverage,20,Haryana,0,8,86286.48,78.47,32.92,63958.56,1.0,156,2.21,590021.79,Working Capital,1,1,75.52,Approve,8,12,66.67,0.13,8,8.6
MSME004918,Kumar Saxena Traders,Manufacturing,7,Karnataka,1,9,1664102.79,66.65,22.27,1194277.7,1.0,142,1.81,14659707.32,Working Capital,0,1,70.53,Approve,9,12,75.0,2.5,5,13.3
MSME004919,Sri Dasgupta Enterprises,Manufacturing,18,Karnataka,1,10,336773.82,83.49,-7.23,123826.32,1.0,97,1.44,4280839.21,Working Capital,1,1,89.68,Approve,10,12,83.33,0.51,10,6.6
MSME004920,Kumar Pandit Services,Manufacturing,4,Telangana,1,9,286133.14,51.62,-4.61,174203.04,0.742,43,2.09,4073316.28,Working Capital,0,1,61.89,Review,9,12,75.0,0.43,10,19.4
MSME004921,Global Puri Industries,Food & Beverage,17,Delhi,1,11,734896.09,75.94,18.69,239650.77,0.969,257,4.86,2523084.72,Working Capital,1,0,83.36,Approve,11,12,91.67,1.1,8,9.6
MSME004922,Shri Parmar Exports,Services,11,Delhi,0,8,338479.78,51.8,-2.3,223494.39,0.835,57,2.41,2230822.2,Working Capital,0,1,48.72,Review,8,12,66.67,0.51,10,19.3
MSME004923,Sharma Ram Services,Textile,11,Maharashtra,1,9,1018745.22,66.85,49.52,680532.46,1.0,42,3.69,4202264.08,Working Capital,0,1,81.78,Approve,9,12,75.0,1.53,9,13.3
MSME004924,Anand Inc,Textile,20,Madhya Pradesh,0,9,916288.08,70.36,14.59,432712.99,0.798,111,4.16,3099994.76,Working Capital,1,0,65.71,Review,9,12,75.0,1.37,5,11.9
MSME004925,Shri Shere Solutions,Food & Beverage,11,Uttar Pradesh,1,12,1047151.86,83.27,-20.97,725987.15,0.681,297,2.01,2345928.24,Machinery,0,0,82.02,Approve,12,12,100.0,1.57,7,6.7
MSME004926,Global Prabhakar Corporation,Manufacturing,15,Rajasthan,0,12,3228559.13,91.71,12.73,2022211.97,0.665,86,2.31,49725890.89,Working Capital,0,0,74.25,Approve,12,12,100.0,4.84,7,3.3
MSME004927,Shri Hans Industries,Textile,14,Uttar Pradesh,1,12,73009.72,73.72,10.12,40303.22,0.655,43,2.13,248462.55,Working Capital,1,1,82.16,Approve,12,12,100.0,0.11,7,10.5
MSME004928,Sharma Saxena Exports,Food & Beverage,17,Andhra Pradesh,0,12,508879.86,83.02,48.9,268503.47,1.0,187,4.66,2859371.2,Inventory,0,0,69.09,Review,12,12,100.0,0.76,7,6.8
MSME004929,Shri Andra Traders,Retail,2,Bihar,1,8,182095.37,55.08,24.19,64565.6,0.853,134,4.69,426894.95,Working Capital,0,1,55.21,Review,8,12,66.67,0.27,6,18.0
MSME004930,Sharma Kant Corporation,Textile,18,West Bengal,0,10,949797.15,78.08,29.93,537159.67,1.0,46,2.34,8958087.67,Working Capital,0,0,68.85,Review,10,12,83.33,1.42,11,8.8
MSME004931,"Bahri, Mand and Parmar",Retail,16,Andhra Pradesh,1,11,81907.62,80.54,11.3,30965.17,0.949,419,4.04,404291.39,Expansion,1,0,80.86,Approve,11,12,91.67,0.12,5,7.8
MSME004932,Singh Handa Enterprises,Manufacturing,12,Gujarat,1,11,705520.21,78.78,40.64,443077.44,1.0,79,1.57,4586081.85,Working Capital,1,1,77.9,Approve,11,12,91.67,1.06,10,8.5
MSME004933,Shri Chana Solutions,Textile,10,Karnataka,1,8,60107.16,52.54,48.06,35905.43,0.953,76,3.49,506690.11,Machinery,1,0,63.77,Review,8,12,66.67,0.09,5,19.0
MSME004934,Patel Mitter Enterprises,Food & Beverage,16,Maharashtra,0,8,419489.87,76.92,-7.76,186784.34,1.0,148,2.08,1680175.33,Expansion,1,0,77.05,Approve,8,12,66.67,0.63,8,9.2
MSME004935,Global Kant Exports,Services,3,Haryana,1,9,534467.06,57.62,0.51,226346.55,0.821,27,1.76,1943508.1,Machinery,0,1,57.73,Review,9,12,75.0,0.8,12,17.0
MSME004936,Global Kaur Industries,Textile,8,Uttar Pradesh,1,10,256607.84,56.89,9.72,138063.04,0.768,91,3.98,2478299.83,Inventory,0,0,70.66,Approve,10,12,83.33,0.38,8,17.2
MSME004937,Patil-Bansal,Textile,2,Telangana,0,9,358510.69,42.72,57.07,199419.4,0.567,112,3.59,2307362.65,Expansion,0,0,34.02,Reject,9,12,75.0,0.54,11,22.9
MSME004938,Tailor-Kadakia,Textile,1,Kerala,0,11,369000.51,66.03,-1.62,257917.58,0.607,112,2.14,2665146.18,Machinery,0,1,43.67,Reject,11,12,91.67,0.55,6,13.6
MSME004939,Sharma Amble Traders,Textile,14,Delhi,1,12,89576.41,84.7,-40.56,40486.66,1.0,118,3.55,299888.51,Expansion,0,1,82.33,Approve,12,12,100.0,0.13,12,6.1
MSME004940,Kumar Hayre Traders,Food & Beverage,4,Haryana,1,9,84027.31,44.27,52.86,42157.45,0.57,124,4.55,452263.61,Working Capital,0,1,52.2,Review,9,12,75.0,0.13,7,22.3
MSME004941,Global Randhawa Traders,Food & Beverage,4,Karnataka,1,12,499026.8,58.84,-6.49,235364.83,0.401,142,4.67,2536248.87,Working Capital,0,0,51.84,Review,12,12,100.0,0.75,6,16.5
MSME004942,Kumar Choudhry Exports,Services,9,Maharashtra,0,12,1912834.41,64.46,6.67,950790.42,0.996,83,1.79,15520035.94,Expansion,0,1,69.81,Review,12,12,100.0,2.87,11,14.2
MSME004943,Patel Mall Solutions,Food & Beverage,3,Tamil Nadu,0,10,1023497.91,65.65,7.97,597260.59,0.724,208,3.99,4983263.62,Inventory,0,0,47.07,Review,10,12,83.33,1.54,10,13.7
MSME004944,"Tella, Tak and Garde",Food & Beverage,5,Gujarat,0,12,34888.21,67.46,-37.01,20191.05,0.973,294,4.31,246457.14,Working Capital,0,0,67.58,Review,12,12,100.0,0.05,6,13.0
MSME004945,Shri Hari Exports,Manufacturing,1,West Bengal,1,12,2938725.42,60.74,-21.66,1412560.58,0.958,134,2.13,24027512.5,Machinery,0,1,74.93,Approve,12,12,100.0,4.41,9,15.7
MSME004946,Global Gill Enterprises,Manufacturing,19,Telangana,1,9,3161911.97,85.12,36.42,1900997.26,1.0,104,1.63,40996529.37,Working Capital,0,1,89.97,Approve,9,12,75.0,4.74,10,6.0
MSME004947,Singh Bhattacharyya Corporation,Retail,1,Rajasthan,1,11,180520.43,57.43,21.13,109760.45,0.954,221,3.46,622869.42,Working Capital,0,0,62.2,Review,11,12,91.67,0.27,11,17.0
MSME004948,"Dave, Bhattacharyya and Datta",Services,10,Telangana,1,12,221689.09,75.36,38.91,124910.48,1.0,76,1.58,1989477.36,Machinery,0,0,72.19,Approve,12,12,100.0,0.33,12,9.9
MSME004949,Singh Lad Solutions,Manufacturing,12,West Bengal,0,6,356557.51,62.68,55.44,187613.73,1.0,54,1.15,2931863.8,Machinery,0,1,60.34,Review,6,12,50.0,0.53,5,14.9
MSME004950,Shri Kari Enterprises,Services,10,Kerala,1,12,790494.88,67.23,-25.82,267952.71,1.0,60,1.47,6342128.45,Machinery,1,0,73.04,Approve,12,12,100.0,1.19,7,13.1
MSME004951,Singh Virk Services,Services,2,Rajasthan,1,12,368860.91,72.72,10.08,210484.59,0.809,72,1.62,3147067.59,Expansion,0,0,68.2,Review,12,12,100.0,0.55,8,10.9
